"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Nbclaims"
"557",2,31,3,3,1,1,3,1,2.94,0
"558",1,72,4,1,2,2,2,3,1.8,0
"559",2,21,6,2,2,3,3,2,3.56,0
"560",1,43,5,2,2,2,3,2,1.81,0
"561",2,58,6,3,2,3,3,2,4.19,0
"562",1,45,8,3,2,2,3,1,0.15,0
"563",1,31,6,3,2,1,3,1,2.94,0
"564",1,55,7,1,2,3,3,2,1.95,0
"565",1,39,5,1,1,3,2,1,4.2,0
"566",2,49,3,1,2,3,2,1,2.57,0
"567",1,31,2,4,2,1,3,1,3.26,0
"568",1,20,7,1,1,2,3,3,2.08,0
"569",2,51,4,3,2,1,1,1,3.64,0
"570",2,32,4,2,2,2,2,2,2.09,0
"571",1,30,0,2,2,3,3,2,2.64,0
"572",2,44,10,3,2,3,3,2,2.51,0
"573",1,39,0,1,2,4,3,3,2.09,1
"574",1,29,8,1,2,4,3,3,1.78,0
"575",1,37,2,2,2,3,2,1,3.67,0
"576",1,33,5,3,2,2,3,2,5.34,1
"577",2,46,0,2,2,3,3,2,4.01,0
"578",2,56,6,1,2,3,1,3,3,0
"579",1,65,3,2,2,4,3,2,4.88,0
"580",1,40,8,1,1,2,3,2,1.75,0
"581",1,40,4,2,2,4,3,2,1.61,0
"582",1,42,5,1,1,2,3,2,4.33,0
"583",1,48,4,3,2,3,2,3,2.24,0
"584",1,60,2,2,2,2,1,3,1.85,0
"585",2,18,8,4,2,2,1,2,2.38,0
"586",2,52,9,1,2,2,2,2,2.54,0
"587",2,44,2,2,2,1,3,1,1.9,0
"588",2,45,5,3,1,1,1,3,4.6,0
"589",2,62,7,1,2,1,3,2,1.6,0
"590",1,56,5,4,1,1,3,1,2.9,0
"591",1,51,5,1,2,3,3,3,2.49,0
"592",1,60,5,3,1,1,3,2,3.55,0
"593",1,53,4,3,2,1,3,2,3.5,0
"594",1,62,10,3,2,2,3,2,1.28,0
"595",2,46,6,4,2,2,3,1,1.02,0
"596",1,59,6,4,2,4,1,2,4.41,0
"597",1,50,7,4,2,2,3,1,2.77,0
"598",1,40,5,4,2,2,3,3,3.45,0
"599",1,43,3,2,2,2,3,2,4.84,0
"600",1,51,6,4,2,2,3,1,3.03,0
"601",1,67,6,3,2,2,2,2,0.61,0
"602",1,52,4,2,1,1,3,2,4.28,1
"603",1,43,2,1,2,4,3,1,3.82,0
"604",1,27,0,3,1,2,3,3,0.39,0
"605",1,53,12,1,2,2,3,2,0.26,0
"606",2,47,4,4,2,3,3,2,1.69,0
"607",1,66,5,2,2,2,3,1,3.02,0
"608",2,47,4,3,1,1,3,1,2.49,0
"609",1,51,5,2,1,1,3,1,2.06,0
"610",2,53,0,1,1,3,3,1,2.43,0
"611",1,54,7,1,2,3,3,2,1.66,0
"612",1,33,4,2,1,1,1,2,4,0
"613",1,40,2,1,1,2,3,1,6.66,0
"614",1,34,5,2,1,4,3,1,3.3,0
"615",2,57,5,2,2,4,2,2,5.76,0
"616",2,29,8,1,2,2,3,1,0.38,0
"617",2,29,5,1,1,1,2,2,1.65,0
"618",2,39,0,4,2,4,3,3,2.27,0
"619",2,70,3,1,2,2,3,2,2.33,0
"620",1,31,3,4,2,3,3,2,0.64,0
"621",1,46,6,2,1,3,1,3,1.93,0
"622",1,44,4,1,2,2,1,2,4.02,0
"623",1,44,6,2,2,3,3,2,4.03,0
"624",1,61,7,3,2,1,3,2,2.65,0
"625",2,20,10,4,2,1,3,2,0.26,0
"626",1,58,5,3,2,2,3,1,1.1,0
"627",2,26,9,2,2,3,2,2,3.9,0
"628",1,63,7,2,2,2,3,2,2.86,0
"629",1,47,6,3,2,3,2,1,5.65,0
"630",2,45,0,1,2,2,3,1,2.18,0
"631",1,46,3,3,2,1,3,3,4.32,0
"632",2,63,4,1,2,2,3,2,3.52,0
"633",2,68,5,1,1,1,3,2,1.93,0
"634",1,48,0,3,2,1,3,1,4.91,0
"635",1,31,10,3,2,2,2,2,2.37,0
"636",1,35,7,1,2,3,1,2,3.81,1
"637",2,43,3,2,2,3,3,2,2.31,0
"638",1,54,5,4,2,3,3,1,2.19,0
"639",2,47,3,1,1,1,1,2,5.93,1
"640",2,34,11,2,2,2,2,1,3.26,0
"641",1,34,7,1,1,2,1,2,2.56,0
"642",1,38,3,3,2,1,1,3,3.64,0
"643",2,54,4,4,2,1,1,2,2.38,0
"644",1,33,5,3,2,1,3,2,1.68,0
"645",1,47,6,1,2,2,3,2,0.76,0
"646",2,46,3,1,1,4,1,2,3.26,0
"647",2,51,7,3,2,4,2,2,4.23,0
"648",1,38,0,3,2,2,3,1,2.32,0
"649",1,60,9,1,2,2,3,1,1.66,0
"650",1,34,4,1,1,2,3,1,3.81,0
"651",2,41,5,2,2,3,2,2,4.47,0
"652",1,53,6,4,2,2,1,2,1.23,0
"653",1,52,2,1,2,3,2,1,2.98,0
"654",2,45,6,1,2,2,1,2,3.56,0
"655",2,34,4,3,2,3,3,3,2.91,0
"656",1,35,4,3,2,2,2,2,2.76,0
"657",2,39,6,1,1,2,2,1,4.52,0
"658",1,40,5,3,2,1,2,2,2.38,0
"659",2,24,9,2,2,3,3,2,3.54,0
"660",2,52,5,1,1,1,1,3,3.25,0
"661",1,47,8,4,2,4,3,1,0.72,0
"662",1,35,9,1,1,2,1,1,1.25,0
"663",1,18,4,1,2,3,3,2,2.7,0
"664",1,43,7,1,1,1,2,2,4.56,0
"665",2,82,4,3,2,4,3,3,3.92,1
"666",2,29,5,3,2,1,3,2,1.03,0
"667",1,74,6,1,2,2,3,2,1.01,0
"668",2,29,2,4,1,2,3,3,2.09,0
"669",2,31,5,2,2,2,3,2,2.66,0
"670",1,20,9,1,2,2,3,2,3.48,0
"671",1,45,4,1,2,3,1,3,3.55,0
"672",1,18,5,4,2,3,2,1,1.48,0
"673",2,22,8,1,2,3,3,1,3.32,0
"674",2,41,5,2,2,1,3,1,6.26,0
"675",1,34,7,2,2,1,2,1,0.08,0
"676",2,61,8,2,2,3,3,2,3.49,0
"677",1,37,6,1,1,2,3,2,3.71,0
"678",1,42,4,4,2,2,3,2,4.14,0
"679",2,34,5,4,1,4,1,2,2.22,0
"680",1,43,3,3,2,1,3,2,2.08,0
"681",1,31,4,2,2,2,2,1,4.21,0
"682",1,24,4,3,2,2,3,2,0.08,0
"683",1,38,5,3,2,3,3,2,2.32,0
"684",2,27,0,2,2,2,1,2,0.32,0
"685",1,37,8,3,1,3,3,3,3.52,0
"686",1,59,7,2,2,3,1,3,4.36,0
"687",2,52,6,1,2,2,2,2,2.26,0
"688",2,24,7,1,2,2,3,3,4.88,0
"689",1,28,7,1,2,2,3,1,4.08,0
"690",1,59,8,2,1,2,3,3,4.35,0
"691",2,40,5,1,2,1,2,2,1.08,1
"692",2,50,0,4,1,2,3,2,4.29,0
"693",1,51,6,2,2,2,2,2,3.62,0
"694",2,57,8,2,1,4,3,2,1.98,0
"695",1,59,4,3,1,2,1,3,5.41,0
"696",2,67,6,1,1,3,2,3,2.69,0
"697",1,29,7,3,2,3,1,3,2.46,0
"698",1,37,0,4,2,2,3,3,3.66,0
"699",1,48,5,4,2,3,3,1,2.75,0
"700",1,50,4,2,1,1,1,1,3.73,0
"701",1,65,6,4,2,3,3,3,2.91,0
"702",2,40,7,2,2,1,3,1,1.04,0
"703",1,76,4,1,1,3,1,1,5.9,0
"704",1,51,9,4,2,2,3,3,0.99,0
"705",1,44,7,3,2,2,1,2,3.79,0
"706",2,59,5,1,2,4,3,2,1.88,0
"707",2,22,2,1,2,3,1,2,1.06,0
"708",1,27,5,3,1,1,1,1,0.08,0
"709",1,31,3,3,2,1,2,1,0.08,0
"710",1,64,4,1,2,2,1,1,3.16,0
"711",1,35,10,2,1,3,1,2,3.16,0
"712",2,81,0,1,2,2,2,2,2.31,0
"713",1,37,9,1,2,1,2,2,2.56,0
"714",2,27,5,1,2,1,3,1,4.22,0
"715",1,32,9,1,2,3,3,1,2.8,0
"716",1,50,5,2,1,3,3,2,2.66,0
"717",1,34,3,2,2,1,3,2,3.59,0
"718",1,34,6,1,1,4,1,2,0.36,0
"719",1,26,7,2,2,3,1,2,0.6,0
"720",1,56,4,4,1,1,3,2,1.42,0
"721",1,76,6,1,1,1,3,1,2.31,0
"722",1,37,5,1,2,2,1,1,2.12,0
"723",2,18,4,3,2,2,3,1,3.52,0
"724",2,37,4,2,2,3,1,2,5.44,0
"725",2,34,6,4,1,2,1,1,2.95,0
"726",1,50,8,1,1,1,3,2,2.55,0
"727",2,56,4,2,1,2,3,2,3.76,0
"728",2,28,1,4,2,2,3,1,4.91,0
"729",2,18,4,2,2,2,3,1,1.68,0
"730",1,39,6,3,2,2,3,1,5.64,0
"731",2,41,6,2,2,2,3,2,0.08,0
"732",2,29,3,4,1,1,3,2,3.07,0
"733",1,33,9,3,2,2,1,1,2.59,0
"734",1,35,5,3,2,4,1,2,2.15,0
"735",1,72,3,3,2,2,3,2,3.51,0
"736",1,78,5,4,1,2,1,2,1.86,0
"737",2,63,5,1,2,2,3,1,2.52,0
"738",1,53,11,2,1,4,2,2,5.3,0
"739",1,60,4,4,2,2,3,3,1.48,0
"740",2,41,2,1,2,3,3,1,1.43,0
"741",1,39,7,2,1,2,3,2,5.37,1
"742",2,51,7,4,2,2,3,1,4.4,0
"743",1,18,6,2,2,3,1,2,5.11,0
"744",2,54,4,3,2,2,2,2,4.16,0
"745",2,70,10,2,2,1,3,2,3.75,0
"746",1,45,8,3,2,1,1,2,2.64,0
"747",2,49,1,2,2,2,2,1,2.85,0
"748",1,53,7,2,2,2,1,3,4.02,0
"749",1,45,1,3,1,3,2,1,2.62,0
"750",1,35,6,1,2,3,1,1,4.08,0
"751",2,28,9,3,2,1,3,1,2.45,0
"752",2,55,7,1,1,4,1,2,2.71,0
"753",2,73,1,2,1,1,1,2,0.16,0
"754",2,48,9,1,2,4,2,1,4.32,0
"755",1,57,11,3,2,2,3,1,2.92,0
"756",2,32,5,1,2,3,1,2,4.1,0
"757",2,51,9,4,1,3,3,2,1.65,0
"758",2,59,3,2,2,2,3,1,4.5,0
"759",2,47,5,2,2,1,3,2,4.1,1
"760",1,28,5,2,2,3,1,3,5.55,0
"761",1,49,4,2,1,2,2,1,1.56,0
"762",2,25,7,2,2,3,3,2,3.03,0
"763",1,49,3,3,1,3,3,1,3.92,0
"764",2,33,5,1,1,1,3,1,3.04,0
"765",2,55,6,4,2,3,2,2,1.91,0
"766",2,41,4,1,1,3,1,2,0.27,0
"767",1,27,4,1,2,2,3,2,3.22,0
"768",1,35,6,4,1,1,3,2,3.78,0
"769",1,23,6,1,2,2,3,2,2.95,0
"770",1,18,5,1,1,3,2,1,5.08,0
"771",1,25,6,4,2,2,1,1,1.8,0
"772",1,64,2,4,2,2,1,2,2.94,0
"773",1,42,9,1,2,1,3,2,2.75,0
"774",1,40,7,4,1,4,1,1,4.49,0
"775",2,42,2,2,2,3,3,1,2.02,0
"776",2,44,7,1,2,3,3,2,3.48,0
"777",2,50,10,1,2,3,1,3,3.59,0
"778",1,43,4,1,2,3,3,2,4.71,0
"779",1,42,8,1,2,3,2,1,1.86,0
"780",2,38,4,4,2,2,3,2,3.62,1
"781",1,49,3,1,2,1,2,2,0.08,0
"782",1,30,11,3,2,2,3,2,1.7,0
"783",1,63,10,3,1,2,3,1,1.44,0
"784",1,37,3,1,1,1,2,3,6.2,1
"785",2,52,9,1,2,4,3,1,3.4,0
"786",1,50,8,3,2,3,1,1,2.8,0
"787",1,59,1,1,2,1,3,3,2.58,0
"788",2,24,5,3,1,3,2,3,4.18,0
"789",1,40,8,2,2,2,3,1,2.24,0
"790",1,43,5,3,2,2,3,3,3.97,0
"791",1,27,4,4,2,2,3,1,4.83,0
"792",2,33,6,1,2,3,2,2,3.15,0
"793",2,57,10,1,1,2,3,2,5,0
"794",1,65,6,2,2,2,2,2,3.76,0
"795",2,57,6,1,2,4,3,3,3.58,0
"796",1,20,6,3,1,2,3,2,1.66,0
"797",2,53,6,2,2,2,1,2,3.05,0
"798",2,25,3,2,2,3,3,2,0.31,0
"799",1,24,3,4,2,3,2,1,2.54,0
"800",2,24,3,4,2,2,3,1,1.9,0
"801",1,50,4,2,2,2,3,1,4.1,0
"802",1,64,5,1,2,3,1,1,4.49,0
"803",2,39,4,1,1,2,3,1,5.08,0
"804",2,41,7,3,2,2,3,1,3.25,0
"805",1,50,3,4,2,1,3,1,0.94,0
"806",1,25,2,1,2,2,2,1,1.92,1
"807",1,44,6,1,2,4,2,1,3.56,0
"808",1,51,4,4,2,1,3,2,3.6,0
"809",2,38,0,1,1,4,3,2,0.08,0
"810",2,24,7,3,1,1,3,3,3.57,0
"811",1,61,10,3,2,2,1,2,2.04,0
"812",1,38,6,4,2,2,1,2,1.55,0
"813",2,69,5,1,2,2,1,2,4.31,0
"814",1,55,8,3,1,3,1,2,2.89,0
"815",1,43,5,2,2,3,3,1,2,0
"816",2,40,7,2,2,3,3,1,2.06,0
"817",1,44,7,1,2,3,3,2,1.71,0
"818",2,29,6,2,2,2,3,2,1.33,0
"819",2,27,4,1,1,4,3,1,5.38,0
"820",1,53,8,2,2,2,2,2,2.14,0
"821",2,63,5,2,2,2,2,2,2.56,0
"822",2,30,2,1,2,2,3,1,6,0
"823",1,55,4,1,2,3,3,3,0.52,0
"824",1,18,8,3,2,3,2,1,4.18,1
"825",2,44,4,1,2,2,2,1,3.76,1
"826",1,32,3,1,2,1,2,3,3.75,0
"827",1,26,6,3,2,4,3,2,3.18,0
"828",1,30,7,4,1,2,2,1,2.39,0
"829",1,56,7,3,1,3,3,3,3.86,0
"830",2,56,3,3,2,4,1,2,2.7,0
"831",1,52,3,2,1,2,3,2,2.96,0
"832",1,59,4,2,2,3,3,2,1.24,0
"833",1,77,6,2,2,3,3,2,1.39,1
"834",1,41,6,2,2,1,3,2,3.05,0
"835",1,57,8,1,2,1,3,2,4.47,1
"836",1,40,9,3,1,2,1,1,0.81,0
"837",1,27,3,1,2,4,3,1,4.01,0
"838",1,50,2,3,1,4,3,1,1.65,0
"839",2,33,0,2,1,1,3,2,2.46,0
"840",1,43,4,1,1,2,2,1,6.03,0
"841",2,38,7,1,2,2,1,1,3.11,0
"842",1,36,4,1,1,2,1,3,2.86,0
"843",2,35,8,2,2,3,2,3,2.14,0
"844",1,24,7,2,2,3,3,1,3.38,0
"845",1,18,8,4,1,3,3,1,3.07,0
"846",1,67,3,3,2,1,3,1,2.28,0
"847",2,43,4,1,1,1,2,2,1.23,0
"848",2,55,9,2,2,2,3,2,2.85,0
"849",1,64,8,4,2,2,3,2,1.38,0
"850",1,40,2,1,2,1,3,3,1.87,0
"851",2,55,8,2,1,2,2,1,3.15,0
"852",1,52,5,1,1,1,3,1,1.74,0
"853",1,26,3,1,2,2,1,2,3.8,0
"854",2,79,6,2,2,1,1,2,3.77,0
"855",2,42,6,3,2,3,3,2,0.82,0
"856",1,50,6,1,2,1,3,2,2.52,0
"857",2,52,5,4,2,2,1,3,1.65,0
"858",1,22,9,2,2,2,2,2,3.66,0
"859",1,43,7,2,2,2,2,2,3.12,0
"860",1,62,3,4,2,3,3,3,2.03,0
"861",1,55,5,3,1,4,3,3,3.28,0
"862",1,62,5,1,2,2,2,3,4.57,0
"863",1,40,3,1,2,2,3,2,1.98,0
"864",1,51,1,2,2,3,3,2,2.6,0
"865",2,48,3,1,1,1,3,1,5.55,0
"866",2,33,1,3,2,1,2,3,2.73,0
"867",2,36,7,3,2,3,2,2,1.28,0
"868",2,41,10,2,2,1,1,2,5,0
"869",1,27,4,4,1,4,3,2,3.33,0
"870",1,28,9,3,2,4,3,2,1.05,0
"871",1,46,6,2,2,3,2,2,5.12,0
"872",2,65,0,1,1,3,1,2,3.55,0
"873",1,18,13,1,2,2,1,2,1.5,0
"874",1,53,8,4,2,1,3,2,2.9,0
"875",1,58,3,2,2,3,3,3,2.43,1
"876",1,46,7,3,2,2,1,2,0.92,0
"877",1,37,8,2,2,2,2,2,0.08,0
"878",1,47,7,1,2,2,1,2,3.25,0
"879",1,28,0,3,2,2,1,2,2.49,0
"880",1,31,3,1,2,2,3,1,1.93,0
"881",2,51,7,2,2,2,1,3,5.71,0
"882",1,57,5,4,1,3,1,2,0.9,0
"883",1,53,4,1,2,2,2,3,5.06,0
"884",2,51,8,4,2,2,2,2,6.36,1
"885",2,36,11,3,2,3,1,2,0.63,0
"886",1,38,6,2,1,1,3,3,2.68,0
"887",1,18,11,4,2,2,1,1,2.27,0
"888",2,53,7,3,1,2,3,1,3,0
"889",1,54,4,3,2,3,1,1,3.05,0
"890",2,36,4,2,1,3,3,1,4.44,0
"891",1,53,6,4,2,2,3,3,4.79,0
"892",1,51,6,3,1,3,2,2,4.23,0
"893",1,49,8,4,2,2,3,1,5.53,0
"894",1,44,6,1,2,1,1,1,2.41,0
"895",1,68,4,1,1,1,3,3,2.73,0
"896",2,79,1,4,1,3,1,2,1.26,0
"897",1,64,2,2,2,1,3,3,2.4,0
"898",1,45,11,2,1,2,3,2,3.45,0
"899",2,62,2,3,2,3,3,2,4.52,0
"900",1,50,1,1,2,1,3,2,2.65,0
"901",1,35,4,1,1,2,3,1,6.42,0
"902",2,36,1,2,2,3,3,1,0.08,0
"903",1,73,6,4,2,3,2,1,1.94,0
"904",1,59,6,1,1,3,3,1,5.57,0
"905",2,66,3,3,2,1,2,1,3.92,0
"906",2,60,9,2,1,2,2,2,2.14,0
"907",1,58,3,1,2,2,3,2,5.24,0
"908",2,37,3,2,1,2,3,2,1.73,0
"909",2,18,2,2,2,2,3,3,3.25,0
"910",1,50,3,4,1,4,1,1,5.01,0
"911",1,35,0,4,2,2,3,1,5.36,0
"912",1,43,7,3,1,4,3,2,3.21,0
"913",1,48,6,3,2,2,3,3,3.42,0
"914",1,18,4,1,1,3,3,1,2.62,0
"915",1,18,4,1,2,1,1,2,1.49,0
"916",1,46,6,3,2,4,3,2,0.98,0
"917",2,37,6,2,1,2,3,2,2.4,0
"918",1,36,11,2,2,4,1,1,0.93,0
"919",1,77,6,2,1,3,3,1,1.92,0
"920",1,19,7,2,2,3,3,2,3.85,0
"921",2,32,6,1,2,2,2,2,3.78,0
"922",2,54,8,2,1,1,3,2,4.46,0
"923",1,47,11,2,2,2,1,2,1.37,0
"924",1,48,1,2,1,2,1,3,3.34,0
"925",1,50,8,2,1,2,3,1,3.97,0
"926",1,19,5,1,2,3,2,1,2.07,0
"927",2,22,6,2,2,2,3,3,4.24,0
"928",1,41,3,4,2,3,3,3,2.45,0
"929",2,50,3,2,2,2,2,3,2.79,0
"930",2,63,3,2,2,3,3,2,1.65,0
"931",1,29,5,1,2,2,2,2,3.99,0
"932",1,61,3,2,2,3,2,3,2.17,0
"933",2,60,4,2,2,1,3,2,7.67,1
"934",1,78,3,1,2,1,3,2,2.86,1
"935",1,45,5,2,2,3,3,3,3.34,0
"936",1,24,1,2,2,2,3,2,3.85,1
"937",1,32,7,4,2,1,2,2,1.88,0
"938",1,33,8,2,1,2,3,2,3.18,1
"939",2,62,5,3,2,1,3,1,5.46,0
"940",1,58,7,2,1,2,3,2,1.74,0
"941",2,28,6,1,2,4,3,2,4.93,0
"942",1,38,7,2,2,1,1,1,4.26,0
"943",1,52,4,2,2,3,2,1,4,0
"944",1,28,2,1,1,2,3,1,1.07,0
"945",2,31,3,1,2,2,1,2,4.46,0
"946",1,44,3,2,2,4,3,2,2.51,0
"947",1,39,6,3,2,2,2,1,1.33,0
"948",1,35,5,1,2,2,2,2,2.88,1
"949",1,33,8,4,2,4,3,1,2.54,0
"950",1,43,2,2,2,1,3,2,2.41,0
"951",1,52,5,2,2,2,3,3,2.48,0
"952",1,31,6,2,2,2,3,2,1.36,0
"953",2,31,8,2,2,3,3,2,3.98,0
"954",1,36,5,1,1,3,3,2,4.8,0
"955",1,43,9,2,2,3,3,1,2.39,0
"956",1,34,4,1,2,3,3,2,3.13,0
"957",1,18,2,3,2,1,3,1,3.78,0
"958",1,32,8,4,2,3,3,3,1.25,0
"959",1,29,8,3,2,2,1,2,2.29,0
"960",1,63,6,3,1,1,3,1,3.31,0
"961",1,60,5,2,2,3,3,2,3.44,0
"962",2,43,1,3,2,2,3,1,2.21,0
"963",2,51,5,3,1,3,1,2,3.24,0
"964",1,28,10,3,1,1,3,2,3.81,0
"965",1,42,2,1,2,2,2,2,2.44,0
"966",2,57,7,1,2,3,3,2,5.66,0
"967",2,61,8,3,1,2,1,2,1.38,0
"968",1,24,2,3,2,2,3,2,2.7,0
"969",1,58,7,1,2,1,3,1,1.48,0
"970",1,26,3,2,1,2,3,2,5.16,0
"971",1,43,6,1,1,3,3,3,3.52,0
"972",1,41,9,3,2,2,3,2,3.41,0
"973",2,27,7,1,1,3,3,2,3.82,1
"974",1,54,3,2,2,3,3,2,0.08,0
"975",1,59,4,4,2,3,3,1,3.31,0
"976",1,61,3,3,1,3,3,2,5.06,0
"977",1,48,7,3,1,4,1,1,0.5,0
"978",1,21,4,3,2,2,3,1,5.56,0
"979",2,46,6,2,1,3,3,1,3.55,0
"980",2,51,4,1,1,1,3,3,3.49,0
"981",2,34,8,1,2,3,3,2,3.21,0
"982",2,53,8,2,2,1,3,2,4.99,1
"983",2,43,8,3,1,4,3,2,2.82,0
"984",2,35,4,3,1,4,3,1,0.89,0
"985",1,56,4,3,1,2,1,1,2.88,0
"986",1,39,2,1,2,2,3,2,6.54,0
"987",1,30,2,1,2,1,1,2,2.63,0
"988",2,82,5,2,2,1,3,1,2.72,0
"989",1,32,3,1,1,2,2,2,2.14,0
"990",2,18,4,4,2,3,1,1,3.39,0
"991",1,52,2,1,2,3,3,2,3.78,0
"992",2,28,3,2,2,1,1,1,1.78,0
"993",1,72,7,3,2,2,1,1,0.85,0
"994",2,49,5,1,1,1,1,2,4.12,0
"995",2,57,0,2,2,3,3,2,0.08,0
"996",2,31,5,2,2,2,2,2,4.46,0
"997",2,40,2,2,1,3,3,3,1.53,0
"998",1,49,6,1,1,2,1,2,1.17,0
"999",2,60,6,2,1,2,3,2,4.56,0
"1000",1,58,1,3,2,1,3,2,0.65,0
"1001",1,35,0,1,1,2,1,2,1.18,0
"1002",2,51,8,2,1,2,1,2,2.89,0
"1003",1,38,8,3,2,2,3,2,0.89,0
"1004",1,22,7,1,1,1,3,3,6.07,0
"1005",2,37,0,1,2,2,3,2,2.38,0
"1006",1,40,3,2,2,3,3,2,4.78,0
"1007",1,55,2,1,2,1,3,3,3.97,0
"1008",2,61,0,1,2,3,2,1,1.37,0
"1009",2,46,3,1,1,3,1,1,3.23,0
"1010",1,34,1,1,1,2,3,3,2.81,1
"1011",2,38,6,1,1,4,2,1,3.63,1
"1012",1,66,3,1,1,1,3,2,2.86,0
"1013",2,41,5,2,1,2,3,3,2.04,0
"1014",2,59,7,1,1,2,2,2,3.82,0
"1015",1,50,3,4,2,2,3,3,1.87,0
"1016",1,31,0,2,2,2,3,1,3.69,0
"1017",1,37,5,2,2,3,3,1,3.8,0
"1018",2,72,10,1,2,1,1,2,4.12,0
"1019",1,27,2,1,2,1,3,2,0.17,0
"1020",1,38,4,2,2,3,1,2,1.47,0
"1021",1,54,10,1,2,3,3,1,1.67,0
"1022",1,51,1,2,1,2,3,1,5.55,0
"1023",2,39,6,1,1,3,2,1,2.55,0
"1024",2,49,0,4,1,1,3,2,2.31,0
"1025",2,61,5,1,2,3,3,2,0.18,0
"1026",2,28,8,3,2,4,3,2,1.98,0
"1027",2,58,5,2,2,2,3,2,2.77,0
"1028",2,32,3,4,2,2,3,2,2.34,0
"1029",1,48,0,2,2,2,3,1,6.31,0
"1030",2,48,5,2,2,4,2,1,1.99,0
"1031",2,82,7,2,1,3,3,2,2.32,0
"1032",2,49,9,2,1,2,3,3,1.05,0
"1033",1,44,10,4,2,1,3,1,3.7,0
"1034",1,49,2,4,2,2,1,2,6.85,0
"1035",2,59,9,1,2,1,3,1,2.28,0
"1036",1,46,0,2,1,3,3,2,3.14,0
"1037",2,18,4,3,2,1,3,2,1.5,0
"1038",1,53,5,1,2,2,3,2,3.16,0
"1039",1,56,8,3,2,2,3,2,2.6,0
"1040",1,45,9,4,2,2,1,2,2.41,0
"1041",2,65,5,2,2,3,3,2,4.71,1
"1042",1,51,5,3,2,3,2,1,4.63,0
"1043",2,29,13,1,1,3,3,2,4,0
"1044",2,57,7,2,2,3,3,3,3.65,0
"1045",1,80,7,1,1,2,3,1,3.02,0
"1046",2,26,4,2,2,3,1,1,3.35,0
"1047",2,30,4,2,1,1,1,1,2.2,0
"1048",2,44,11,4,2,3,3,3,4.58,0
"1049",1,36,3,1,2,4,2,1,2,0
"1050",2,73,4,3,2,4,1,2,6.22,0
"1051",1,33,8,4,1,2,3,2,1,0
"1052",2,51,2,1,2,2,3,2,3.19,0
"1053",1,36,4,3,2,2,2,2,3.68,1
"1054",2,49,3,4,2,2,3,2,1.84,0
"1055",1,59,2,2,2,2,3,1,0.08,0
"1056",2,39,6,3,2,2,3,3,0.39,0
"1057",1,50,2,1,2,2,3,2,3.74,0
"1058",2,60,2,2,2,1,3,3,2.21,0
"1059",1,57,6,2,2,1,2,1,3.22,1
"1060",2,36,6,2,2,1,1,1,2.08,0
"1061",1,27,5,4,2,1,2,2,1.24,0
"1062",2,27,4,3,2,1,3,1,3.51,0
"1063",1,26,4,1,2,2,3,3,2.37,1
"1064",1,45,0,4,2,1,1,2,3.92,0
"1065",1,40,4,1,1,2,3,3,2.57,0
"1066",2,65,7,3,2,2,3,1,1.96,0
"1067",1,59,6,4,2,3,3,1,4.62,0
"1068",2,25,0,2,2,3,2,2,1.34,0
"1069",1,39,3,3,2,1,1,1,5.03,0
"1070",1,30,3,2,2,3,2,3,4.92,0
"1071",2,31,6,1,2,3,2,2,3.03,0
"1072",1,18,7,4,1,3,1,3,3.09,0
"1073",2,47,5,1,2,4,3,1,0.96,0
"1074",1,42,8,3,2,2,1,3,4.04,0
"1075",1,54,3,3,1,3,2,1,2.47,0
"1076",1,27,2,4,1,2,3,2,0.79,0
"1077",1,43,6,1,2,2,1,1,4.12,0
"1078",2,59,7,3,2,3,2,1,2.09,0
"1079",1,43,5,2,2,1,3,3,0.08,0
"1080",2,52,7,3,2,3,3,2,2.71,0
"1081",2,41,6,1,2,2,1,1,2.11,0
"1082",2,35,1,4,2,3,3,2,3.32,1
"1083",1,21,1,1,2,3,3,2,2.98,0
"1084",1,62,8,3,2,2,3,1,1.24,0
"1085",1,68,6,4,2,2,2,2,3.34,0
"1086",1,66,3,3,2,3,2,2,3.46,0
"1087",1,42,0,4,2,3,3,3,4.88,0
"1088",2,56,5,1,2,2,2,2,3.9,0
"1089",1,73,5,1,2,4,2,3,4.05,0
"1090",1,49,7,3,2,2,3,2,4.8,0
"1091",1,50,4,4,2,2,1,2,2.1,0
"1092",2,45,5,3,2,1,3,3,2.09,0
"1093",2,50,4,2,1,2,1,3,4.46,1
"1094",1,43,6,2,2,2,3,2,0.86,0
"1095",2,25,6,2,2,3,1,2,1.97,0
"1096",1,47,5,1,2,2,3,1,4.38,1
"1097",1,62,6,1,2,3,3,2,1.18,0
"1098",1,44,3,2,2,3,2,3,2.76,0
"1099",2,18,3,1,2,2,2,2,5.08,0
"1100",1,53,4,2,2,2,3,1,3.08,0
"1101",1,18,3,3,2,1,1,3,3.03,0
"1102",2,38,3,1,1,2,1,2,1.33,0
"1103",1,67,7,2,2,2,2,3,3.77,0
"1104",2,45,6,1,2,4,3,1,3.53,0
"1105",2,27,8,1,1,2,2,2,1.4,0
"1106",1,51,7,3,2,4,3,3,3.55,0
"1107",2,54,9,3,2,3,1,3,2.3,0
"1108",1,34,4,3,2,4,3,2,2.3,0
"1109",1,54,0,2,1,3,3,1,0.99,0
"1110",2,19,6,3,1,2,3,2,3,0
