"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"606",2,20,7,2,2,2,1,2,3.58
"607",1,69,0,1,1,3,2,2,4.99
"608",1,41,8,1,2,2,3,1,1.27
"609",2,60,4,1,2,3,1,3,5.18
"610",2,50,3,2,2,3,1,1,2.83
"611",1,52,8,1,2,3,1,2,2.18
"612",1,37,2,3,1,2,1,3,1.86
"613",1,20,1,2,2,1,3,2,0.35
"614",1,67,4,2,2,2,3,2,3.24
"615",1,26,6,1,2,1,3,1,3.38
"616",1,40,2,1,2,2,3,1,3.36
"617",2,19,0,3,1,2,3,3,1.44
"618",2,18,4,2,1,2,3,2,2
"619",1,55,8,1,2,3,3,1,2.88
"620",1,26,0,2,2,1,2,3,1.72
"621",1,54,6,2,2,3,3,2,0.95
"622",2,70,7,4,2,4,2,1,2.57
"623",1,47,5,2,2,2,3,1,0.61
"624",2,56,9,3,2,3,2,3,6.39
"625",1,41,1,2,2,2,3,2,3.91
"626",1,53,7,2,2,4,3,1,3.85
"627",1,18,6,1,1,3,3,1,3.05
"628",2,20,9,4,2,1,3,2,2.86
"629",1,39,7,3,1,4,3,2,2.22
"630",1,43,4,3,2,2,2,2,1.56
"631",2,39,7,3,2,3,1,2,3.59
"632",2,41,8,3,2,2,3,2,3.97
"633",2,70,4,2,2,2,2,3,1.51
"634",1,35,8,2,1,1,3,2,3.79
"635",1,60,7,1,2,2,3,1,2.66
"636",2,63,8,2,1,1,3,2,0.08
"637",1,36,8,2,2,4,3,1,2.53
"638",1,38,3,1,1,4,3,3,3.96
"639",1,44,4,4,2,3,1,1,2.66
"640",1,56,5,3,2,4,3,3,1.08
"641",1,49,7,2,2,1,1,3,3.85
"642",1,39,6,3,1,3,3,1,2.5
"643",2,35,7,2,1,2,3,1,2.55
"644",1,54,11,2,2,2,3,3,4.94
"645",2,31,5,1,2,2,3,2,2.98
"646",2,60,4,1,1,3,1,1,2.25
"647",2,28,8,1,1,3,3,2,6.45
"648",2,54,3,3,2,4,3,2,5.21
"649",1,39,7,3,1,2,3,1,6.73
"650",2,21,5,2,2,2,3,3,4.65
"651",1,49,3,1,2,4,3,3,3.44
"652",1,74,4,1,2,2,3,2,0.08
"653",1,29,0,3,2,2,3,2,2.55
"654",1,30,8,4,2,2,3,3,2.37
"655",2,49,6,1,1,1,3,2,0.95
"656",1,20,6,1,2,2,1,2,2.89
"657",2,28,3,2,1,2,3,1,4.38
"658",2,29,11,2,2,2,2,2,0.93
"659",1,48,3,4,2,2,1,2,0.08
"660",1,43,5,1,1,2,3,1,2.33
"661",2,18,1,4,2,1,3,1,5
"662",1,54,3,2,2,3,3,2,3.69
"663",1,28,5,3,2,3,3,2,2.41
"664",1,62,8,1,2,1,2,3,0.08
"665",2,28,5,3,1,1,2,3,4.45
"666",2,38,8,1,2,4,3,2,4.67
"667",2,56,2,3,2,3,1,2,0.32
"668",1,64,3,2,2,1,3,1,2.92
"669",2,30,6,4,2,3,3,3,1.77
"670",2,33,9,3,2,4,2,2,3.79
"671",2,71,4,1,2,3,3,1,2.73
"672",1,45,4,1,2,3,3,1,2.61
"673",2,66,2,3,1,3,3,1,2.52
"674",2,52,5,1,2,2,3,2,2.84
"675",1,42,6,1,1,1,3,2,3.45
"676",1,55,9,2,2,4,3,2,2.6
"677",2,44,7,4,2,3,3,2,4.64
"678",1,50,4,3,1,3,1,1,0.69
"679",1,36,9,3,2,3,3,2,3.67
"680",1,25,0,3,1,2,2,1,4.45
"681",1,57,6,4,2,2,1,2,4.7
"682",2,28,12,3,2,3,3,1,2.24
"683",2,42,6,2,2,3,2,2,5.57
"684",1,41,4,3,2,3,3,1,1.92
"685",1,49,1,3,2,3,1,1,3.08
"686",1,47,3,2,2,3,3,1,2.96
"687",1,48,7,2,1,1,2,2,1.26
"688",1,50,4,2,1,2,1,2,1.37
"689",1,40,2,3,1,2,3,2,6.15
"690",1,61,9,1,1,2,1,1,0.8
"691",1,36,7,2,1,2,2,1,2.69
"692",1,82,2,1,2,3,3,1,4.02
"693",2,32,6,1,2,3,2,1,2.94
"694",1,31,7,4,1,2,3,2,2.49
"695",1,31,1,2,2,3,1,2,2.95
"696",2,53,8,2,2,1,1,1,2.85
"697",1,57,3,1,2,2,2,1,0.08
"698",2,57,7,1,2,3,3,2,4.38
"699",2,18,6,4,1,3,3,1,2.97
"700",1,35,5,3,1,2,3,2,5.58
"701",2,28,8,2,2,1,2,2,1.7
"702",2,18,4,2,2,1,3,2,3.76
"703",1,46,2,2,1,1,3,3,0.94
"704",2,49,7,3,2,2,3,1,5.8
"705",1,70,4,1,1,4,3,2,1.4
"706",2,26,8,1,2,2,1,2,1.42
"707",2,21,3,1,2,4,1,1,0.08
"708",1,59,8,1,2,2,2,1,4.23
"709",1,39,11,3,2,4,3,1,3.64
"710",2,34,3,2,2,2,3,2,4.36
"711",1,28,0,1,2,3,3,1,1.97
"712",2,50,6,2,2,1,3,1,4.31
"713",1,59,5,3,1,1,3,1,0.08
"714",1,35,5,1,2,2,3,2,3.99
"715",1,42,7,2,2,2,3,2,3.78
"716",2,37,4,1,2,4,3,1,3.43
"717",1,55,6,3,2,3,3,3,0.92
"718",1,47,7,1,2,1,3,2,1.94
"719",1,59,0,2,2,1,3,1,2.68
"720",2,26,4,1,2,2,2,3,4.01
"721",1,43,4,4,2,4,3,1,4.31
"722",2,23,3,3,2,2,3,1,4.16
"723",1,23,10,2,2,2,3,2,1.63
"724",1,21,5,1,1,2,2,2,2.36
"725",1,39,8,1,1,3,3,1,3.15
"726",2,35,4,1,2,3,2,3,0.08
"727",1,67,4,1,1,2,2,2,4.21
"728",1,40,3,1,2,3,1,2,3.12
"729",2,37,6,2,2,2,1,2,4.43
"730",2,49,2,3,1,2,3,3,0.93
"731",2,18,8,3,2,4,2,1,3.54
"732",2,45,6,3,2,3,1,1,1.4
"733",1,52,4,4,2,2,1,3,5.13
"734",2,38,0,2,1,2,3,3,2.75
"735",1,22,5,3,2,2,3,2,4.45
"736",1,36,0,3,2,3,3,2,2.2
"737",2,55,7,1,2,2,2,2,2.76
"738",2,46,3,4,2,1,1,2,1.68
"739",1,33,4,2,2,1,2,2,1.42
"740",1,34,6,3,1,3,3,2,4.36
"741",1,50,0,3,1,3,3,3,0.2
"742",1,36,7,1,2,1,3,2,5.59
"743",1,50,8,3,2,2,2,1,1.35
"744",2,63,5,1,2,2,1,2,3.24
"745",2,33,7,1,2,2,3,2,3.79
"746",1,49,7,2,1,3,3,2,2.58
"747",1,36,6,3,2,2,1,1,1.16
"748",2,39,5,3,1,2,2,2,2.34
"749",2,53,5,3,2,2,3,3,3.35
"750",1,26,8,2,2,4,2,2,0.18
"751",2,18,8,1,1,2,3,3,1.99
"752",2,37,5,2,2,3,3,2,2.85
"753",1,46,8,3,2,2,3,1,2.11
"754",1,21,4,1,2,1,3,2,1.09
"755",1,29,3,2,2,3,2,2,3.7
"756",1,43,8,1,2,2,1,1,5.42
"757",2,51,2,3,1,2,3,3,3.98
"758",2,44,7,1,2,3,3,1,2.74
"759",2,34,10,2,2,3,3,3,2.57
"760",2,23,3,2,2,1,1,1,1.34
"761",1,29,9,2,1,3,3,1,3.65
"762",1,63,1,2,1,1,3,2,1.51
"763",1,37,10,1,2,4,2,1,6.71
"764",1,63,3,4,1,2,3,1,1.55
"765",1,53,9,2,1,1,3,2,2.63
"766",2,48,4,3,2,3,3,2,3.66
"767",1,27,6,1,1,2,1,2,5.81
"768",2,52,2,2,2,3,3,2,2.29
"769",2,50,5,4,2,4,1,2,1.51
"770",2,78,5,3,1,2,3,1,2.68
"771",2,42,2,1,2,1,2,3,3.03
"772",2,36,5,3,2,3,3,1,0.47
"773",1,53,10,3,1,3,1,2,2.1
"774",1,37,6,2,1,3,3,2,2.12
"775",1,61,5,2,1,3,1,2,3.26
"776",1,58,1,4,1,2,3,3,1.04
"777",2,60,1,1,2,1,2,2,1.34
"778",2,29,5,1,1,2,2,3,2.74
"779",2,73,11,1,1,1,3,1,3.21
"780",1,48,6,4,1,3,2,3,3.69
"781",2,37,6,2,2,2,2,2,2.53
"782",2,39,7,3,1,3,3,1,0.96
"783",2,40,7,4,2,2,3,2,2.62
"784",1,18,3,3,2,2,2,1,2.83
"785",2,41,4,2,2,3,1,2,4.54
"786",2,57,5,2,2,4,3,2,4.27
"787",1,64,2,1,1,4,3,2,3.83
"788",1,40,8,2,2,2,2,2,5.26
"789",2,66,10,2,2,1,3,2,3.87
"790",2,53,7,1,1,2,1,1,3.07
"791",1,18,9,1,2,1,3,2,1.55
"792",2,20,4,3,1,3,1,3,0.08
"793",2,31,8,1,2,4,1,1,2.33
"794",1,34,5,1,1,3,3,1,0.92
"795",1,29,1,4,1,3,1,1,2.22
"796",2,28,4,2,1,2,2,2,4.11
"797",2,68,6,1,2,2,3,2,4.12
"798",1,31,3,2,1,1,1,1,3.78
"799",2,43,7,2,1,3,3,3,1.37
"800",1,49,1,1,2,3,1,2,3.42
"801",1,43,10,2,2,2,1,2,5.86
"802",2,33,6,3,2,3,2,1,0.77
"803",2,74,5,3,2,2,3,1,1.07
"804",2,55,4,2,2,2,3,1,2.6
"805",2,54,5,3,2,3,2,3,4.12
"806",1,40,5,4,1,3,3,1,3.53
"807",2,73,2,1,2,2,2,2,6.62
"808",2,35,9,1,2,2,1,2,4.9
"809",1,42,9,2,1,2,3,3,1.75
"810",2,43,4,1,2,4,3,1,2.07
"811",2,26,8,2,2,3,2,2,1.15
"812",2,55,6,1,2,2,3,1,3.24
"813",1,18,1,2,1,3,3,2,4.68
"814",2,54,4,3,2,2,1,1,4.72
"815",2,44,7,2,2,3,1,3,4.88
"816",1,82,1,1,2,1,2,2,0.63
"817",2,41,0,2,2,2,3,2,4.5
"818",1,41,7,1,2,2,3,3,3.27
"819",2,49,5,3,2,4,3,1,2.53
"820",1,23,6,4,1,3,2,2,4.18
"821",2,32,7,1,1,3,1,1,1.66
"822",1,30,8,3,1,2,1,2,2.2
"823",2,82,5,3,2,3,3,2,4.48
"824",1,25,2,2,2,2,3,2,4.22
"825",2,31,3,3,2,3,3,2,1.66
"826",1,56,7,3,1,4,3,1,3.52
"827",1,40,4,1,2,2,3,2,2.65
"828",1,46,4,3,2,1,3,2,1.64
"829",1,60,1,4,2,3,1,2,3.59
"830",1,53,0,4,2,4,3,1,1.39
"831",1,33,8,2,2,3,3,1,5.42
"832",2,24,2,2,2,2,2,1,3.06
"833",2,24,4,3,2,1,3,2,2.94
"834",1,22,7,2,2,1,3,2,6.27
"835",1,28,8,1,2,2,2,1,3.46
"836",1,50,6,1,1,1,2,2,2.57
"837",2,56,7,4,2,2,2,3,4.61
"838",1,33,3,1,2,3,3,2,0.22
"839",1,34,7,4,2,3,3,2,1.67
"840",2,43,3,1,1,2,3,1,2.49
"841",1,18,4,1,1,2,2,2,3.55
"842",1,82,6,3,2,2,3,2,2.88
"843",2,59,5,3,2,2,1,2,3.73
"844",1,44,7,3,2,1,3,3,3.53
"845",2,50,6,2,2,4,3,2,1.61
"846",2,45,2,3,2,2,1,2,1.46
"847",1,62,1,1,1,4,3,2,3.64
"848",2,36,9,4,1,4,1,1,3.79
"849",2,42,4,2,2,2,3,2,3.57
"850",1,64,8,2,1,2,3,3,2.87
"851",1,18,6,1,2,1,3,3,4.2
"852",1,26,7,3,2,3,3,2,3.53
"853",2,29,1,2,2,2,3,2,2.38
"854",2,32,6,1,1,1,2,1,4.11
"855",1,47,6,1,2,2,2,1,1.5
"856",1,47,4,1,2,3,3,3,2.78
"857",1,25,4,2,1,2,3,3,3.4
"858",1,69,7,3,2,3,3,2,3.11
"859",1,45,2,2,2,1,1,2,4.97
"860",1,31,7,2,2,2,2,3,2.81
"861",1,36,2,4,2,1,3,1,3.38
"862",1,43,5,1,1,3,2,2,3.11
"863",1,52,6,4,2,3,3,2,2.02
"864",1,31,6,2,2,3,2,2,2.02
"865",2,45,3,3,2,2,3,1,3.25
"866",1,38,0,4,2,3,3,3,2.81
"867",2,39,10,1,2,3,1,2,2.76
"868",1,32,4,2,2,2,2,2,2.94
"869",1,54,4,2,2,3,3,3,1.67
"870",2,44,3,4,1,1,3,2,5.32
"871",2,60,2,2,2,3,3,2,4.29
"872",1,49,6,3,2,2,3,3,3.06
"873",1,63,6,1,2,1,3,2,1.5
"874",1,35,8,2,1,3,3,2,2.98
"875",1,49,7,3,2,2,2,1,5.31
"876",2,19,7,2,1,2,3,2,3.41
"877",1,50,7,1,2,1,2,1,2.88
"878",1,58,1,3,2,4,3,2,4.44
"879",2,44,5,2,2,3,3,2,2.67
"880",2,34,6,1,2,2,1,1,3.79
"881",1,51,8,1,1,1,1,2,2.84
"882",1,18,6,2,2,3,1,2,3.16
"883",2,38,7,3,2,3,3,1,2.06
"884",1,30,5,4,1,4,1,2,1.35
"885",1,19,5,2,2,3,3,3,2.39
"886",1,44,6,3,2,4,2,2,2.02
"887",1,38,3,3,2,2,3,1,4.03
"888",1,61,9,3,2,3,3,1,2.36
"889",1,33,5,1,2,3,2,3,4.18
"890",1,48,5,1,1,3,3,3,4.07
"891",2,38,2,1,2,2,3,1,3.66
"892",1,43,9,3,2,1,2,1,0.21
"893",1,29,1,2,2,2,3,1,5.5
"894",1,64,7,2,1,4,1,1,3.41
"895",1,50,4,3,2,2,2,1,5
"896",1,23,7,1,2,3,3,3,5.02
"897",1,58,5,1,1,4,3,1,1.49
"898",1,48,9,3,2,4,3,2,1.83
"899",1,49,0,1,2,2,1,2,4.11
"900",1,18,3,2,2,2,3,2,4.59
"901",1,43,9,1,1,3,3,1,3.15
"902",1,45,3,2,2,3,3,2,4.22
"903",1,39,3,4,1,2,1,1,1.58
"904",1,32,4,3,2,1,2,2,3.26
"905",2,55,5,4,2,2,1,1,3.9
"906",1,35,4,4,2,2,1,2,3.79
"907",1,18,7,3,2,1,3,2,3.09
"908",1,38,6,1,2,3,3,3,3.45
"909",1,50,7,2,2,2,2,2,1.22
"910",2,55,6,4,2,2,3,3,3.41
"911",1,26,7,1,1,1,3,3,2.42
"912",1,42,3,4,2,1,3,1,4.87
"913",1,19,6,3,2,4,3,2,2.37
"914",2,28,3,1,1,2,3,1,3.81
"915",2,39,10,2,1,2,2,3,5.19
"916",2,21,10,3,2,4,3,2,1.42
"917",1,44,7,4,1,4,2,1,4.12
"918",1,48,5,4,2,2,1,2,2.39
"919",2,26,5,1,2,1,1,2,3.39
"920",2,18,5,3,2,2,1,3,3.63
"921",2,37,5,2,2,2,3,3,3.35
"922",2,42,5,4,2,3,2,1,0.95
"923",1,33,8,1,2,3,3,3,4.51
"924",2,44,7,1,2,1,3,3,1.01
"925",1,44,5,3,1,3,3,2,3.71
"926",2,18,6,1,1,2,1,1,2.72
"927",2,18,7,2,1,3,2,2,3.09
"928",1,18,3,3,2,2,3,1,5.35
"929",1,24,3,4,2,2,3,1,4.67
"930",1,30,1,1,1,2,1,1,3.11
"931",1,65,3,2,2,1,2,3,4.72
"932",1,33,7,2,1,3,2,2,1.46
"933",1,30,7,4,2,1,3,1,0.77
"934",1,38,4,1,1,1,3,2,4.44
"935",1,78,7,4,2,1,3,1,1.3
"936",2,35,5,2,2,2,3,2,3.35
"937",2,50,3,1,2,1,1,1,1.21
"938",1,49,1,2,2,3,3,2,4.4
"939",1,43,6,2,2,2,3,2,2.81
"940",1,52,4,3,1,2,3,2,2.83
"941",2,24,6,2,1,2,1,2,4.58
"942",1,45,2,3,2,1,3,2,1.58
"943",1,40,6,4,2,2,3,1,4.78
"944",2,52,4,1,2,4,1,3,3.71
"945",1,58,11,2,2,3,3,1,6.8
"946",2,44,6,1,1,3,2,2,0.08
"947",1,32,5,1,2,2,3,2,0.97
"948",1,64,3,3,1,4,3,2,1.62
"949",1,52,6,2,2,3,3,3,3.15
"950",1,33,1,2,2,1,3,1,4.21
"951",2,50,2,1,1,2,2,2,2.33
"952",2,56,3,3,1,1,1,2,0.08
"953",1,58,3,2,2,3,2,2,2.12
"954",1,40,5,2,1,3,3,2,4.92
"955",2,28,3,2,2,2,3,1,5.16
"956",2,57,4,3,2,2,3,2,4.25
"957",1,46,3,1,2,3,2,1,3.03
"958",1,49,3,3,1,3,3,2,1.95
"959",2,59,8,4,1,3,2,1,4.44
"960",1,55,3,2,1,3,1,1,1.92
"961",2,57,5,1,2,3,3,1,2.89
"962",1,18,5,1,2,3,1,3,4.3
"963",1,38,7,2,2,3,3,2,1.69
"964",2,68,8,3,2,1,1,2,2.3
"965",1,64,7,1,1,2,3,2,1.93
"966",1,58,3,1,2,3,3,2,2.35
"967",1,55,4,4,2,3,3,1,2.3
"968",1,45,0,2,2,2,1,1,4.41
"969",2,60,2,2,2,1,1,1,4.66
"970",2,47,9,2,2,4,3,3,1.1
"971",1,39,5,4,2,4,3,3,1.81
"972",1,64,6,2,2,2,3,1,4.01
"973",1,41,5,4,1,2,3,1,7.41
"974",1,48,8,4,1,1,3,1,3.56
"975",1,59,2,1,2,2,3,3,4.16
"976",2,49,4,2,1,3,3,2,3.94
"977",2,26,3,3,1,1,2,1,0.17
"978",1,29,3,2,2,2,3,1,4.92
"979",2,53,8,1,2,3,1,1,4.78
"980",2,36,5,1,1,2,3,2,1.94
"981",1,31,5,4,1,2,3,3,3.18
"982",1,27,4,2,1,3,1,2,1.26
"983",1,41,8,1,2,3,3,1,3.1
"984",1,18,3,1,2,2,2,3,5.34
"985",1,47,5,2,2,3,3,2,4.26
"986",2,54,5,2,1,1,2,1,3.76
"987",1,25,5,2,1,1,3,2,5.59
"988",2,82,5,4,2,2,3,1,1.01
"989",1,69,7,1,1,2,3,2,2.96
"990",2,60,8,3,2,3,1,1,2.96
"991",2,18,2,1,2,4,3,2,1.4
"992",2,48,8,2,1,2,2,3,1.73
"993",1,78,4,3,2,1,1,2,1.22
"994",1,75,3,3,2,1,1,1,1.99
"995",1,41,8,2,2,2,3,1,3.29
"996",2,31,6,2,2,2,3,1,4.66
"997",1,40,10,1,2,3,2,2,5.23
"998",1,54,2,2,2,4,2,1,2.47
"999",2,60,3,1,2,3,3,3,3.44
"1000",2,32,5,3,2,3,2,2,1.95
"1001",1,40,8,4,2,3,3,2,2.13
"1002",1,19,6,1,2,1,2,1,3.17
"1003",1,29,5,1,2,3,3,2,5.89
"1004",1,75,2,3,2,3,3,2,2.44
"1005",2,56,6,1,2,2,3,3,4.45
"1006",2,42,6,2,2,1,1,1,1.62
"1007",1,62,5,4,1,3,1,2,3.21
"1008",1,62,10,2,2,2,3,3,1.92
"1009",1,38,2,3,2,3,3,2,1.39
"1010",2,30,4,1,2,2,1,2,4.24
"1011",1,50,4,1,2,2,2,2,5.45
"1012",1,59,4,2,2,2,3,2,1.03
"1013",1,22,7,1,2,3,3,3,2.09
"1014",1,40,3,3,2,2,1,3,2.51
"1015",1,68,7,2,1,2,3,2,1.24
"1016",2,29,2,2,2,1,3,1,2.8
"1017",1,45,10,2,2,2,3,1,3.57
"1018",1,58,5,2,2,3,1,2,4.5
"1019",1,34,5,1,1,3,2,2,5.29
"1020",2,42,5,1,2,4,3,2,3.76
"1021",1,49,3,1,2,1,1,2,1.75
"1022",2,66,7,1,1,2,1,2,1.58
"1023",1,35,4,4,2,4,3,2,3.66
"1024",1,73,5,1,2,2,3,3,2.53
"1025",2,22,3,2,2,1,2,1,2.06
"1026",1,60,5,1,2,2,3,3,3.2
"1027",1,32,6,2,2,3,3,2,3.69
"1028",2,30,4,2,2,4,1,2,5.53
"1029",1,69,4,1,1,3,3,2,3.57
"1030",1,29,5,3,2,3,3,1,4.37
"1031",1,38,5,1,2,1,1,1,1.03
"1032",1,36,5,1,2,3,1,3,0.08
"1033",2,19,6,3,2,4,3,1,2.96
"1034",2,46,9,3,1,3,3,2,2.43
"1035",1,43,7,4,2,1,3,1,5.01
"1036",2,38,3,4,2,3,3,3,2.98
"1037",1,50,8,2,1,1,3,2,5.11
"1038",1,36,1,3,1,1,1,1,2.03
"1039",1,36,10,2,2,3,2,2,5.64
"1040",2,30,3,4,2,2,3,3,2.37
"1041",1,21,5,1,2,3,3,2,2.86
"1042",2,24,6,2,2,3,3,2,2.45
"1043",2,63,8,3,2,2,3,2,3.08
"1044",1,42,5,4,1,2,3,2,1.58
"1045",1,33,3,3,2,2,1,1,3.66
"1046",2,52,5,2,2,2,3,2,4.35
"1047",1,49,1,1,1,1,3,2,2.57
"1048",1,58,6,1,2,2,2,3,1.27
"1049",2,49,2,3,1,3,3,2,2.91
"1050",2,27,6,4,1,1,3,3,1.59
"1051",2,74,11,1,2,3,3,2,4.73
"1052",1,46,12,3,2,1,1,1,1.73
"1053",1,52,0,3,2,2,3,2,3.78
"1054",1,48,2,1,2,4,3,1,0.8
"1055",2,61,6,2,1,2,1,2,2.02
"1056",1,24,7,3,1,3,3,1,1.07
"1057",1,68,6,1,2,4,3,2,1.25
"1058",1,23,6,1,2,1,3,1,3.58
"1059",2,50,6,2,2,2,3,3,3.2
"1060",1,47,8,2,2,1,2,3,1.99
"1061",2,38,8,2,2,3,1,2,3.99
"1062",1,39,4,2,2,3,1,2,4.1
"1063",1,38,9,2,2,2,3,2,2.6
"1064",1,29,6,4,1,3,2,3,5.45
"1065",2,36,4,3,2,1,3,2,2.79
"1066",2,59,3,1,2,3,3,2,4.1
"1067",2,28,8,3,1,1,3,2,2.68
"1068",1,59,2,4,2,1,2,2,3.89
"1069",2,40,11,2,1,2,3,2,0.78
"1070",1,42,7,2,2,3,3,2,0.55
"1071",2,80,6,2,2,2,1,2,1.61
"1072",2,32,4,4,2,4,2,1,1.71
"1073",1,41,6,2,2,2,1,2,0.64
"1074",2,37,2,4,1,2,2,2,0.74
"1075",1,40,3,1,2,2,3,1,3.67
"1076",1,45,5,3,2,3,1,2,4.77
"1077",1,68,0,2,1,3,1,2,2.96
"1078",1,64,10,2,2,2,3,2,0.6
"1079",2,48,5,2,2,2,3,2,4.27
"1080",2,53,2,2,2,3,3,3,4.24
"1081",1,71,9,1,2,1,1,2,3.72
"1082",1,21,4,2,2,1,1,3,5.02
"1083",1,37,5,2,1,3,2,3,0.88
"1084",2,59,3,4,2,3,3,2,3.13
"1085",1,70,3,4,2,2,3,3,0.87
"1086",1,35,5,4,2,2,2,2,0.08
"1087",1,27,5,4,2,2,3,3,2.96
"1088",1,42,6,3,2,2,3,2,5.73
"1089",1,37,1,2,1,2,1,2,0.23
"1090",1,44,2,4,1,3,3,2,3.14
"1091",2,40,1,2,1,4,1,3,2.64
"1092",1,32,10,1,1,3,1,3,2.67
"1093",2,39,1,1,2,2,3,2,3.85
"1094",2,58,8,2,2,2,3,2,3.6
"1095",2,40,2,1,2,1,3,1,0.95
"1096",1,72,3,3,2,3,3,2,5.74
"1097",2,59,9,2,2,2,2,2,0.93
"1098",1,45,5,3,2,2,3,2,2.14
"1099",1,54,4,2,2,3,1,1,1.79
"1100",1,60,3,2,2,3,3,2,2.74
"1101",2,39,4,2,1,3,3,2,2.54
"1102",1,41,1,3,2,2,1,1,2.86
"1103",1,44,8,1,1,2,2,1,3.21
"1104",2,45,7,3,1,4,3,2,2.48
"1105",2,35,8,1,2,2,3,1,4.7
"1106",2,40,6,4,2,1,1,2,4.1
"1107",1,18,2,2,1,2,2,2,2.38
"1108",1,43,7,1,1,3,1,3,2.24
"1109",1,39,6,2,1,2,1,3,3.75
"1110",2,18,2,3,1,3,1,3,0.08
"1111",1,38,2,3,2,3,1,1,2.34
"1112",1,63,5,4,2,3,3,2,2.95
"1113",1,36,9,1,2,2,3,1,2.24
"1114",2,29,5,3,2,1,1,2,3.44
"1115",2,41,4,3,2,2,3,1,1.74
"1116",2,27,7,4,1,3,1,2,2.89
"1117",2,67,5,2,2,2,3,3,1.9
"1118",2,65,1,3,2,3,3,1,3.64
"1119",1,47,4,2,2,2,3,2,1.16
"1120",2,45,2,4,1,2,3,1,5.2
"1121",2,42,9,2,2,1,2,2,3.67
"1122",1,53,7,3,2,2,1,2,0.35
"1123",1,51,8,2,2,2,3,2,3.52
"1124",1,37,9,2,2,3,1,2,2.88
"1125",2,41,6,4,1,3,1,2,0.86
"1126",1,68,6,1,2,2,2,1,3.38
"1127",2,71,4,3,2,3,3,2,2.84
"1128",1,38,3,3,2,3,3,1,4.09
"1129",1,27,5,2,2,1,2,1,4.12
"1130",1,64,3,2,2,2,3,2,2.25
"1131",1,35,0,1,2,2,3,2,1.88
"1132",2,45,7,1,2,2,1,2,4.6
"1133",1,47,5,3,2,2,2,3,4.39
"1134",1,37,11,1,2,3,2,2,4.76
"1135",1,42,5,2,2,2,2,2,2.13
"1136",1,47,6,1,1,2,3,2,3.54
"1137",1,54,4,3,2,2,2,2,1.51
"1138",2,54,10,1,2,3,2,2,3.09
"1139",2,21,6,2,2,3,3,2,3.42
"1140",1,56,9,1,2,2,3,2,3.7
"1141",1,35,8,2,1,1,2,2,1.11
"1142",2,23,2,4,2,4,2,2,1.08
"1143",2,53,7,2,2,2,3,2,0.51
"1144",1,52,2,3,1,4,1,2,1.11
"1145",2,44,5,2,2,2,1,2,4.21
"1146",2,29,2,2,1,1,3,2,3.13
"1147",2,64,11,3,2,2,3,2,6.51
"1148",1,60,0,1,2,3,3,1,3.27
"1149",1,63,10,1,1,2,3,2,4.07
"1150",2,61,5,3,2,3,1,2,6.65
"1151",1,20,4,2,2,2,1,1,3.58
"1152",1,41,5,2,2,1,1,3,3.92
"1153",2,31,1,2,2,2,1,2,4.34
"1154",1,44,5,1,2,2,2,2,4.18
"1155",1,31,6,3,2,3,3,3,2.14
"1156",2,34,11,3,1,1,2,3,4.26
"1157",2,41,4,3,1,4,1,1,1.91
"1158",1,37,7,3,2,3,3,2,2.54
"1159",2,56,7,2,2,2,2,2,1.03
"1160",2,82,5,1,2,3,3,3,2.64
"1161",1,57,0,2,1,3,3,2,0.22
"1162",1,67,9,4,1,3,3,1,2.16
"1163",2,47,10,2,1,2,2,2,6.34
"1164",2,57,4,4,2,3,3,1,1.52
"1165",2,49,8,1,2,3,2,1,3.9
"1166",2,39,2,4,2,3,3,1,1.77
"1167",2,26,1,1,2,1,3,2,2.82
"1168",1,38,8,1,1,4,3,1,4.65
"1169",1,39,5,1,1,3,3,2,3.22
"1170",1,18,8,1,2,4,3,2,1.46
"1171",1,45,6,3,2,4,1,3,3.5
"1172",2,39,4,1,1,1,1,2,3.74
"1173",1,41,5,4,2,4,3,2,2.18
"1174",2,26,4,1,1,4,1,3,1.41
"1175",1,47,5,3,1,2,3,2,0.85
"1176",1,57,7,2,2,3,3,3,4.26
"1177",1,41,6,2,1,1,3,3,1.65
"1178",1,40,5,3,2,4,3,3,0.32
"1179",1,50,8,4,2,4,3,1,2.85
"1180",1,56,4,3,2,1,1,2,0.53
"1181",2,52,4,1,2,3,3,2,1.57
"1182",1,42,5,2,2,2,3,2,5.45
"1183",1,31,7,2,1,3,3,2,0.67
"1184",1,71,6,2,2,3,2,2,1.98
"1185",2,29,6,1,2,3,3,1,4.07
"1186",1,63,1,4,1,2,3,1,3.81
"1187",1,18,5,2,2,4,1,2,3.66
"1188",2,47,7,1,2,2,3,2,3.57
"1189",1,42,2,1,1,1,2,2,1.1
"1190",2,38,3,1,2,3,1,1,3.09
"1191",1,38,3,1,2,1,3,3,1.77
"1192",2,38,2,2,1,4,3,2,6
"1193",2,62,8,2,2,3,3,2,6.52
"1194",2,34,3,2,1,2,3,1,4.78
"1195",2,54,1,1,1,2,3,1,2.2
"1196",1,21,2,3,1,2,1,2,0.77
"1197",2,42,4,3,1,3,3,3,2.26
"1198",2,18,2,3,2,1,2,2,1.16
"1199",2,30,3,2,1,1,2,1,2.98
"1200",1,46,1,4,1,2,3,1,3.17
"1201",1,72,6,3,2,2,1,2,5.98
"1202",1,34,4,1,1,2,3,1,3.76
"1203",1,44,3,1,2,3,3,2,1.45
