"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"307","M",34,1,"Countryside low","Yes","Low","Monthly","Intermediate",4.7,0.0218691215369936
"308","F",51,5,"Urban","No","Normal","Yearly","Full",5.45,0.0199152982263779
"309","F",48,7,"Urban","No","Normal","Quarterly","Intermediate",3.86,0.023972207511448
"310","M",29,6,"Countryside low","No","Intermediate","Yearly","Intermediate",2.86,0.0177393006502388
"311","F",47,6,"Coutryside high","Yes","Normal","Yearly","Intermediate",1.85,0.0189593808484049
"312","M",38,2,"Suburban","Yes","Normal","Yearly","Full",1.93,0.0345674167372856
"313","F",38,9,"Countryside low","No","Normal","Yearly","Intermediate",4.29,0.0121977932697691
"314","F",33,0,"Countryside low","Yes","Normal","Quarterly","Intermediate",5.1,0.0166942265407987
"315","M",26,5,"Coutryside high","No","Intermediate","Yearly","Basic",5.21,0.0246366754785767
"316","F",41,8,"Urban","Yes","High","Monthly","Full",0.08,0.0604077965513974
"317","M",38,3,"Urban","No","Normal","Quarterly","Intermediate",2.77,0.0340449761033263
"318","M",45,4,"Coutryside high","Yes","Normal","Yearly","Full",1.14,0.0327380517304588
"319","F",18,5,"Urban","No","Low","Monthly","Intermediate",2.26,0.0239340061152868
"320","M",59,2,"Urban","No","Intermediate","Yearly","Full",2.3,0.0282304709351113
"321","M",38,3,"Suburban","No","Normal","Yearly","Basic",4.32,0.0202805498686372
"322","M",34,7,"Urban","No","Intermediate","Yearly","Intermediate",4.26,0.0266218196097705
"323","F",63,4,"Coutryside high","No","Normal","Yearly","Intermediate",1.26,0.0138282343239408
"324","M",35,7,"Coutryside high","Yes","Normal","Quarterly","Basic",3.17,0.0265887103959415
"325","M",27,3,"Urban","No","Normal","Yearly","Intermediate",3.47,0.0292229642546116
"326","F",18,1,"Urban","No","Low","Monthly","Intermediate",1.74,0.0785466481015472
"327","F",47,6,"Suburban","Yes","Low","Yearly","Basic",0.32,0.0151182985380815
"328","M",48,7,"Countryside low","No","Low","Monthly","Intermediate",2.57,0.0127735645473946
"329","M",57,0,"Urban","No","Normal","Quarterly","Full",1.52,0.0303323730592727
"330","F",18,5,"Urban","No","Normal","Yearly","Intermediate",3.09,0.0227314644626776
"331","F",37,6,"Countryside low","No","Normal","Monthly","Basic",2.64,0.0148463430349585
"332","F",29,4,"Countryside low","No","High","Yearly","Intermediate",0.08,0.016084101938591
"333","F",41,4,"Countryside low","No","Intermediate","Quarterly","Full",4.96,0.0143036200258793
"334","M",48,6,"Coutryside high","No","Normal","Yearly","Intermediate",1.33,0.0192753297985135
"335","F",51,0,"Urban","Yes","Intermediate","Quarterly","Basic",1.86,0.0248909758612851
"336","M",44,6,"Urban","Yes","Intermediate","Yearly","Basic",1.24,0.0302812048422355
"337","M",44,6,"Urban","Yes","Intermediate","Monthly","Intermediate",1.05,0.0376385089293441
"338","F",41,4,"Suburban","No","Normal","Monthly","Full",1.72,0.0256124015720431
"339","F",62,5,"Urban","No","Intermediate","Yearly","Full",5.11,0.0190965477306785
"340","F",40,1,"Countryside low","Yes","Low","Yearly","Intermediate",1.63,0.0145893861917241
"341","M",18,5,"Coutryside high","No","Normal","Yearly","Intermediate",3.52,0.0265424821922104
"342","M",50,4,"Countryside low","No","Intermediate","Yearly","Intermediate",0.99,0.0154178140467419
"343","F",27,9,"Countryside low","No","Intermediate","Quarterly","Basic",3.34,0.0135386920095988
"344","M",31,9,"Urban","No","High","Yearly","Intermediate",2.94,0.0300458713732925
"345","M",69,2,"Suburban","No","High","Monthly","Intermediate",2.48,0.0448158300329766
"346","F",53,4,"Coutryside high","No","High","Quarterly","Full",1.95,0.0208642318968666
"347","F",18,10,"Suburban","No","High","Quarterly","Basic",1.64,0.022378845805799
"348","M",43,7,"Urban","Yes","Intermediate","Yearly","Full",5.61,0.0376101194453901
"349","M",56,7,"Urban","No","Intermediate","Yearly","Full",6.56,0.025987586374399
"350","M",53,2,"Countryside low","No","Normal","Yearly","Full",5.67,0.0174305080983021
"351","M",18,10,"Countryside low","Yes","Low","Monthly","Intermediate",5.11,0.0176521220722305
"352","F",36,3,"Coutryside high","No","Normal","Yearly","Basic",2.38,0.0165375082339371
"353","M",40,7,"Urban","No","Normal","Monthly","Intermediate",3.58,0.0360137920578084
"354","M",33,4,"Coutryside high","No","Low","Monthly","Intermediate",5.21,0.0219821469075007
"355","F",49,8,"Urban","Yes","Normal","Quarterly","Basic",5.48,0.0216407216770023
"356","M",48,4,"Urban","No","Intermediate","Monthly","Intermediate",1.82,0.0343165251875616
"357","M",31,0,"Coutryside high","No","Intermediate","Yearly","Intermediate",1.55,0.0278778168365913
"358","F",60,3,"Suburban","Yes","Intermediate","Yearly","Full",4.28,0.0218323273899726
"359","F",34,2,"Suburban","No","Normal","Yearly","Full",2.67,0.0207259938158481
"360","M",18,3,"Suburban","No","Normal","Yearly","Basic",6.11,0.0247481987177091
"361","M",28,5,"Countryside low","No","High","Yearly","Intermediate",0.69,0.0208661531058813
"362","M",18,5,"Suburban","No","Normal","Yearly","Full",1.67,0.0304730234075727
"363","F",41,9,"Urban","No","High","Yearly","Full",3.3,0.0246327866185258
"364","M",76,6,"Countryside low","No","Normal","Yearly","Intermediate",4.36,0.0121020175443328
"365","M",23,4,"Coutryside high","Yes","Low","Yearly","Basic",4.72,0.0274848059602779
"366","M",32,9,"Countryside low","Yes","Low","Monthly","Basic",1.64,0.0261804785697144
"367","M",40,2,"Suburban","No","Intermediate","Yearly","Full",1.87,0.0280366490052486
"368","M",38,2,"Countryside low","No","Low","Yearly","Intermediate",4.18,0.0148630112147309
"369","M",48,4,"Countryside low","No","Intermediate","Yearly","Full",0.08,0.018594154317759
"370","F",39,4,"Urban","No","Intermediate","Yearly","Basic",4.37,0.0190314209727098
"371","F",52,7,"Urban","No","Normal","Yearly","Full",4.66,0.0188914901210778
"372","M",39,4,"Suburban","Yes","Intermediate","Yearly","Intermediate",1.97,0.0291001590756685
"373","M",40,10,"Suburban","Yes","Intermediate","Quarterly","Full",4.92,0.0277958042021932
"374","M",42,0,"Suburban","No","Intermediate","Yearly","Intermediate",1.47,0.0236422002291402
"375","M",38,4,"Countryside low","No","Intermediate","Yearly","Basic",2.13,0.016186176153772
"376","M",67,8,"Suburban","No","Intermediate","Quarterly","Intermediate",4.26,0.0191338735038087
"377","M",21,4,"Suburban","No","Low","Yearly","Full",4.98,0.0262097560560604
"378","M",19,4,"Urban","Yes","Normal","Quarterly","Intermediate",4.8,0.0453162091928358
"379","F",42,4,"Suburban","No","Low","Quarterly","Full",2.04,0.0156828431090272
"380","M",18,3,"Suburban","No","Intermediate","Yearly","Basic",3.33,0.0264436826075887
"381","M",45,2,"Countryside low","No","Intermediate","Monthly","Basic",1.99,0.0163559183447191
"382","F",74,3,"Suburban","No","Normal","Yearly","Basic",5.08,0.0122385131773037
"383","M",55,1,"Suburban","Yes","High","Quarterly","Basic",2.02,0.0477814814434977
"384","F",26,4,"Urban","No","High","Yearly","Intermediate",3.5,0.0263580359399625
"385","F",52,3,"Coutryside high","No","Normal","Yearly","Full",3.91,0.0180090495591886
"386","M",32,7,"Suburban","No","Intermediate","Monthly","Basic",4.27,0.0279506318614014
"387","M",36,4,"Suburban","No","Intermediate","Yearly","Intermediate",3.19,0.0229250216577547
"388","F",46,8,"Urban","No","Normal","Monthly","Basic",2.34,0.025529102353448
"389","M",41,6,"Urban","No","Low","Yearly","Basic",2.56,0.0193749658429643
"390","M",40,8,"Countryside low","Yes","Intermediate","Yearly","Intermediate",0.59,0.0197321530796639
"391","F",35,3,"Countryside low","Yes","Low","Yearly","Intermediate",2.69,0.0146398698855348
"392","M",40,6,"Suburban","No","Low","Quarterly","Intermediate",3.82,0.0174379229324351
"393","M",21,6,"Urban","No","Intermediate","Yearly","Intermediate",3.68,0.0308973948548971
"394","M",58,4,"Urban","Yes","Normal","Yearly","Basic",1.28,0.0258548648253557
"395","M",26,3,"Coutryside high","Yes","Normal","Quarterly","Intermediate",3.5,0.0357513091810138
"396","M",38,6,"Suburban","No","Intermediate","Quarterly","Intermediate",5.45,0.0254691458564084
"397","F",38,1,"Urban","No","Normal","Yearly","Intermediate",3.19,0.0204006091964918
"398","M",29,8,"Urban","Yes","Normal","Quarterly","Intermediate",2.4,0.0366960327017994
"399","M",41,4,"Suburban","No","Low","Quarterly","Intermediate",4.04,0.0179052567959894
"400","M",47,10,"Countryside low","Yes","High","Monthly","Basic",3.26,0.0308564698391703
"401","M",33,2,"Countryside low","No","Normal","Yearly","Intermediate",0.08,0.0174950307872009
"402","M",62,5,"Suburban","Yes","Normal","Quarterly","Basic",3.33,0.0207518655940241
"403","M",50,9,"Urban","No","High","Monthly","Basic",3.12,0.0508664591617439
"404","M",41,4,"Suburban","No","Low","Yearly","Basic",0.47,0.0168666739487199
"405","F",40,5,"Countryside low","No","Normal","Quarterly","Full",0.87,0.0141664908270769
"406","M",58,5,"Suburban","No","Low","Yearly","Basic",0.84,0.0144515274386605
"407","M",60,4,"Countryside low","No","Low","Yearly","Full",3.8,0.0141254373159827
"408","M",41,3,"Suburban","No","Intermediate","Quarterly","Intermediate",3.73,0.0263999593244786
"409","M",41,4,"Urban","No","Normal","Yearly","Basic",4.08,0.0234012270491041
"410","M",43,10,"Countryside low","No","Normal","Quarterly","Intermediate",3.87,0.0145020848094641
"411","F",18,6,"Urban","No","Low","Quarterly","Intermediate",4.51,0.0205093233774773
"412","M",56,9,"Countryside low","Yes","Normal","Quarterly","Full",3.96,0.0158190553138327
"413","M",78,7,"Suburban","Yes","Normal","Yearly","Basic",1.74,0.016544569939733
"414","F",37,5,"Suburban","No","Intermediate","Monthly","Intermediate",2.76,0.0261549255035408
"415","F",39,10,"Suburban","No","Intermediate","Yearly","Basic",1.54,0.0143722862350689
"416","F",22,3,"Countryside low","Yes","Low","Quarterly","Full",4.8,0.0156528802143939
"417","M",67,4,"Suburban","No","Normal","Yearly","Basic",2.73,0.0153475044640849
"418","M",60,3,"Suburban","No","Intermediate","Yearly","Full",4.18,0.0224379574180974
"419","M",27,3,"Urban","Yes","Normal","Yearly","Intermediate",2.97,0.0372660920973985
"420","F",43,7,"Countryside low","No","Intermediate","Monthly","Full",2.83,0.014618467708692
"421","F",48,8,"Suburban","Yes","Low","Quarterly","Intermediate",0.96,0.0268636599766115
"422","M",58,6,"Urban","No","Intermediate","Monthly","Basic",3.87,0.0264613375416356
"423","M",18,6,"Urban","No","High","Yearly","Basic",4.29,0.0341297389741088
"424","M",49,2,"Coutryside high","Yes","High","Yearly","Basic",4.02,0.0313666831296493
"425","M",41,4,"Suburban","No","Low","Yearly","Intermediate",5.79,0.0177969552332929
"426","M",67,3,"Coutryside high","No","Low","Quarterly","Intermediate",3.21,0.0153555486606323
"427","F",33,5,"Suburban","Yes","High","Yearly","Intermediate",5.33,0.0258248223073801
"428","F",81,7,"Coutryside high","No","Intermediate","Yearly","Full",5.99,0.0139613718736491
"429","M",46,5,"Urban","Yes","Normal","Yearly","Intermediate",3.13,0.0301942654408722
"430","M",39,8,"Suburban","No","Intermediate","Quarterly","Full",2.56,0.0248505797329984
"431","M",18,4,"Countryside low","No","Intermediate","Quarterly","Intermediate",4.02,0.0190724478099617
"432","F",59,7,"Urban","No","Normal","Monthly","Intermediate",1.34,0.0258140191857252
"433","M",45,4,"Suburban","No","Intermediate","Yearly","Intermediate",2.48,0.0209629612700382
"434","M",54,6,"Urban","Yes","Intermediate","Yearly","Basic",1.17,0.0274686052616013
"435","M",40,7,"Suburban","No","Normal","Quarterly","Intermediate",2.52,0.0252244824972929
"436","M",46,6,"Urban","Yes","Intermediate","Yearly","Basic",0.95,0.0297050687691372
"437","M",32,6,"Urban","Yes","Normal","Yearly","Intermediate",1.87,0.0336717425063964
"438","M",37,3,"Urban","Yes","Low","Monthly","Basic",4.02,0.0270037485636126
"439","M",63,1,"Suburban","No","Intermediate","Yearly","Basic",3.35,0.0177986922462405
"440","F",40,2,"Coutryside high","Yes","Low","Yearly","Basic",3.74,0.0181619609121133
"441","F",42,3,"Countryside low","Yes","Low","Quarterly","Intermediate",1.01,0.0125458723778239
"442","F",63,3,"Suburban","No","Intermediate","Yearly","Full",2.79,0.0165039346630226
"443","F",48,11,"Coutryside high","No","Low","Yearly","Intermediate",3.66,0.012557901981582
"444","F",43,4,"Urban","Yes","Normal","Yearly","Full",2.72,0.0288201717109017
"445","M",54,8,"Suburban","No","Normal","Yearly","Full",3.54,0.019947635263458
"446","F",72,5,"Countryside low","No","Low","Quarterly","Full",4.34,0.0194795401667547
"447","M",65,6,"Countryside low","No","Intermediate","Yearly","Full",4.99,0.015424229371121
"448","M",54,7,"Urban","No","Low","Yearly","Intermediate",0.08,0.0177805867288885
"449","F",38,3,"Suburban","No","Normal","Yearly","Full",2.72,0.019505121806871
"450","M",32,4,"Urban","No","Normal","Yearly","Basic",4.33,0.02561631503915
"451","F",47,11,"Suburban","Yes","Intermediate","Yearly","Intermediate",4.53,0.0172677988642036
"452","M",69,1,"Suburban","No","Intermediate","Yearly","Basic",1.64,0.0168743678142296
"453","F",50,4,"Urban","Yes","Low","Yearly","Basic",3.66,0.0181103000321077
"454","M",61,8,"Suburban","Yes","Intermediate","Yearly","Basic",1.88,0.0201232239171045
"455","M",41,7,"Coutryside high","No","Normal","Yearly","Basic",1.45,0.0190376348199017
"456","M",39,6,"Coutryside high","No","Normal","Yearly","Intermediate",1.96,0.0210315486373232
"457","M",64,8,"Suburban","Yes","Normal","Yearly","Full",4.76,0.0235862388020919
"458","M",33,5,"Suburban","Yes","Intermediate","Quarterly","Basic",4.56,0.0278414632684756
"459","M",32,6,"Suburban","No","Intermediate","Monthly","Intermediate",0.79,0.031839709896431
"460","M",41,3,"Suburban","No","Intermediate","Yearly","Basic",4.97,0.0210095377778554
"461","F",28,2,"Countryside low","No","Intermediate","Yearly","Intermediate",4.3,0.0150438808680108
"462","M",51,9,"Countryside low","Yes","Normal","Quarterly","Intermediate",2.1,0.0150546561291516
"463","M",68,10,"Suburban","No","Intermediate","Quarterly","Basic",2.97,0.0198946284080513
"464","M",40,3,"Countryside low","No","Normal","Yearly","Intermediate",3.07,0.016145554710428
"465","M",54,6,"Countryside low","No","Low","Yearly","Full",4,0.0142734638579491
"466","M",31,3,"Suburban","No","Normal","Yearly","Basic",3.82,0.0217257457302097
"467","F",28,7,"Suburban","Yes","High","Yearly","Full",4.18,0.0314097542731845
"468","F",20,4,"Countryside low","No","Intermediate","Yearly","Intermediate",3.99,0.0154583461418957
"469","M",30,5,"Countryside low","Yes","Low","Quarterly","Intermediate",2.29,0.0155675494394206
"470","F",18,8,"Urban","No","Low","Monthly","Intermediate",2.34,0.0225085937172008
"471","M",47,5,"Urban","No","Normal","Quarterly","Full",4.33,0.0299800500401679
"472","M",33,1,"Urban","No","Normal","Yearly","Basic",0.94,0.0271442059867876
"473","F",57,0,"Coutryside high","No","Normal","Yearly","Intermediate",5.76,0.0154595710727186
"474","M",18,6,"Countryside low","Yes","Intermediate","Yearly","Intermediate",4.63,0.0256849071943009
"475","F",43,3,"Urban","No","Intermediate","Quarterly","Intermediate",1.17,0.025833168456902
"476","M",45,5,"Suburban","Yes","Normal","Yearly","Basic",2.63,0.0236273382673432
"477","M",65,9,"Coutryside high","Yes","Intermediate","Yearly","Basic",4.65,0.0199696796691899
"478","F",51,5,"Urban","Yes","Intermediate","Yearly","Basic",3.59,0.021517715112189
"479","F",47,10,"Coutryside high","Yes","Intermediate","Yearly","Full",5.07,0.0224065366889212
"480","M",50,2,"Urban","No","Normal","Yearly","Full",1.62,0.0288989551496377
"481","M",44,3,"Urban","No","Intermediate","Yearly","Full",3.12,0.0318960174331695
"482","M",18,2,"Countryside low","Yes","Normal","Yearly","Intermediate",2.94,0.0263251077852089
"483","M",82,7,"Urban","Yes","Intermediate","Yearly","Basic",1.98,0.020313206847614
"484","F",52,6,"Suburban","No","Low","Yearly","Basic",4.4,0.0122745684621616
"485","M",18,5,"Urban","No","Normal","Yearly","Basic",3.99,0.0287778588491506
"486","M",56,9,"Countryside low","No","Intermediate","Quarterly","Full",2.37,0.0141333214332729
"487","F",62,5,"Suburban","No","Normal","Yearly","Intermediate",3.94,0.0132305196497565
"488","M",52,4,"Urban","Yes","Normal","Yearly","Intermediate",1.31,0.0291258941221623
"489","M",49,7,"Urban","No","Normal","Quarterly","Basic",3.6,0.0249349921921508
"490","M",39,6,"Coutryside high","No","Low","Monthly","Intermediate",2.45,0.0199937701677546
"491","F",22,8,"Suburban","Yes","Normal","Yearly","Intermediate",2.25,0.0219340419103062
"492","M",66,2,"Suburban","No","Intermediate","Yearly","Intermediate",1.69,0.0179244309508421
"493","M",49,5,"Countryside low","No","Intermediate","Monthly","Intermediate",3.86,0.0161909808861149
"494","M",37,8,"Coutryside high","Yes","Normal","Yearly","Full",4.3,0.0324183124317316
"495","F",56,8,"Urban","No","Normal","Yearly","Basic",5.21,0.0144377801309652
"496","M",19,2,"Countryside low","No","High","Quarterly","Basic",2.89,0.0199083356713514
"497","M",64,8,"Suburban","No","Intermediate","Yearly","Intermediate",2.26,0.0161925383733899
"498","M",29,6,"Suburban","No","Intermediate","Quarterly","Full",3.59,0.0289991460775442
"499","M",80,5,"Coutryside high","Yes","Intermediate","Yearly","Intermediate",4.42,0.0199910661796204
"500","F",36,3,"Urban","No","Normal","Yearly","Intermediate",4.79,0.0199052404484046
"501","M",25,5,"Countryside low","Yes","Intermediate","Yearly","Basic",3.51,0.0230498218434306
"502","M",19,4,"Urban","No","High","Monthly","Intermediate",5.41,0.0504901607105414
"503","F",60,9,"Suburban","Yes","Normal","Yearly","Intermediate",3.99,0.0152224740786428
"504","M",82,2,"Urban","Yes","Normal","Yearly","Intermediate",2.25,0.0225946533563622
"505","M",56,4,"Countryside low","No","Normal","Quarterly","Intermediate",1.38,0.0145162200856418
"506","M",39,11,"Suburban","No","Normal","Quarterly","Intermediate",1.11,0.0235472196387878
"507","M",30,0,"Urban","No","Normal","Monthly","Full",1.43,0.0482807100315468
"508","M",42,8,"Urban","No","Low","Yearly","Intermediate",1.62,0.019468974876648
